Run,Fitness1,Solution1,Fitness2,Solution2
1,136.0,cba28b89eb859497f544956d64cf2ecf29b76fe2ef7175b33ea59e64293a4461,132.0,a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf
1,132.0,a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf,131.0,a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf
1,131.0,a435270b90e9b7091c77f478df0b8f78dddd32079b75698b8de902061f74efaf,130.0,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d
1,130.0,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,127.0,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d
1,127.0,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,126.0,39bb88f40d3aa2b2fe9dea67be27c74765db0ebb3ff3cf8fb779af6319fa2045
1,126.0,39bb88f40d3aa2b2fe9dea67be27c74765db0ebb3ff3cf8fb779af6319fa2045,125.0,39bb88f40d3aa2b2fe9dea67be27c74765db0ebb3ff3cf8fb779af6319fa2045
1,125.0,39bb88f40d3aa2b2fe9dea67be27c74765db0ebb3ff3cf8fb779af6319fa2045,124.0,1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649
1,124.0,1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649,123.0,1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649
1,123.0,1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649,122.0,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091
1,122.0,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,121.0,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091
1,121.0,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,120.0,02e6295d8f522840f09b5194b3f023799ad6ed3306d9296005787e792224df20
1,120.0,02e6295d8f522840f09b5194b3f023799ad6ed3306d9296005787e792224df20,119.0,02e6295d8f522840f09b5194b3f023799ad6ed3306d9296005787e792224df20
1,119.0,02e6295d8f522840f09b5194b3f023799ad6ed3306d9296005787e792224df20,118.0,5344c4110f483793dc352c388e67776724c36b4bea3ffda6cab7c75b9c65aceb
1,118.0,5344c4110f483793dc352c388e67776724c36b4bea3ffda6cab7c75b9c65aceb,117.0,5344c4110f483793dc352c388e67776724c36b4bea3ffda6cab7c75b9c65aceb
1,117.0,5344c4110f483793dc352c388e67776724c36b4bea3ffda6cab7c75b9c65aceb,116.0,0a5b046d07f6f971b7776de682f57c5b9cdc8fa060db7ef59de82e721c8098f4
1,116.0,0a5b046d07f6f971b7776de682f57c5b9cdc8fa060db7ef59de82e721c8098f4,115.0,0a5b046d07f6f971b7776de682f57c5b9cdc8fa060db7ef59de82e721c8098f4
1,115.0,0a5b046d07f6f971b7776de682f57c5b9cdc8fa060db7ef59de82e721c8098f4,114.0,ea415bf50eb65ade427d8d80222df4627e28cd9a418f830bfd9b81d4149bb2ab
1,114.0,ea415bf50eb65ade427d8d80222df4627e28cd9a418f830bfd9b81d4149bb2ab,113.0,ea415bf50eb65ade427d8d80222df4627e28cd9a418f830bfd9b81d4149bb2ab
1,113.0,ea415bf50eb65ade427d8d80222df4627e28cd9a418f830bfd9b81d4149bb2ab,112.0,ad48ff99415b2f007dc35b7eb553fd1eb35ebfa2f2f308acd9488eeb86f71fa8
2,131.0,ad48ff99415b2f007dc35b7eb553fd1eb35ebfa2f2f308acd9488eeb86f71fa8,130.0,e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
2,130.0,e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb,129.0,e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb
2,129.0,e629fa6598d732768f7c726b4b621285f9c3b85303900aa912017db7617d8bdb,128.0,06de973bb45531d52cdbd483c5e50bcddaa2095f9515e03cfad490061cc9831e
2,128.0,06de973bb45531d52cdbd483c5e50bcddaa2095f9515e03cfad490061cc9831e,127.0,06de973bb45531d52cdbd483c5e50bcddaa2095f9515e03cfad490061cc9831e
2,127.0,06de973bb45531d52cdbd483c5e50bcddaa2095f9515e03cfad490061cc9831e,126.0,eb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f94962ceaec1ed8af21f5a50f
2,126.0,eb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f94962ceaec1ed8af21f5a50f,125.0,811786ad1ae74adfdd20dd0372abaaebc6246e343aebd01da0bfc4c02bf0106c
2,125.0,811786ad1ae74adfdd20dd0372abaaebc6246e343aebd01da0bfc4c02bf0106c,124.0,48b361d46638bfa4eee090c158a750a69c7beec3a62e703e2801125551b1b157
2,124.0,48b361d46638bfa4eee090c158a750a69c7beec3a62e703e2801125551b1b157,123.0,01299ac65733b5a3d774265fbfe8396b8611e5e3321855dbc541cd301e71fe5e
2,123.0,01299ac65733b5a3d774265fbfe8396b8611e5e3321855dbc541cd301e71fe5e,122.0,d26eae87829adde551bf4b852f9da6b8c3c2db9b65b8b68870632a2db5f53e00
2,122.0,d26eae87829adde551bf4b852f9da6b8c3c2db9b65b8b68870632a2db5f53e00,121.0,9bdb2af6799204a299c603994b8e400e4b1fd625efdb74066cc869fee42c9df3
2,121.0,9bdb2af6799204a299c603994b8e400e4b1fd625efdb74066cc869fee42c9df3,120.0,2ab0ce7632a611e907a40710ff46da13c5ba832f5a402c6f51e15f53d6e8fa0e
2,120.0,2ab0ce7632a611e907a40710ff46da13c5ba832f5a402c6f51e15f53d6e8fa0e,119.0,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392
2,119.0,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,118.0,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a
2,118.0,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,117.0,ff2ccb6ba423d356bd549ed4bfb76e96976a0dcde05a09996a1cdb9f83422ec4
2,117.0,ff2ccb6ba423d356bd549ed4bfb76e96976a0dcde05a09996a1cdb9f83422ec4,116.0,011af72a910ac4acf367eef9e6b761e0980842c30d4e9809840f4141d5163ede
2,116.0,011af72a910ac4acf367eef9e6b761e0980842c30d4e9809840f4141d5163ede,115.0,e7866fdc6672f827c76f6124ca3eeaff44aff8b7caf4ee1469b2ab887e7e7875
2,115.0,e7866fdc6672f827c76f6124ca3eeaff44aff8b7caf4ee1469b2ab887e7e7875,114.0,090d3859ff6840b2280f4708cf08cdaed873d967183a4d1deedc1a7964a21eee
2,114.0,090d3859ff6840b2280f4708cf08cdaed873d967183a4d1deedc1a7964a21eee,113.0,7b1a278f5abe8e9da907fc9c29dfd432d60dc76e17b0fabab659d2a508bc65c4
